Document No,Document Date,PO No,SO No,Storage Location,Model,Unit Type,HP,Serial Number
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004430
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004432
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004433
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004613
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004614
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004615
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004616
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004618
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004619
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004620
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004621
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004628
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004629
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004630
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004710
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004711
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004712
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004713
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K007665
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K007666
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K007771
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K007772
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K007773
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009144
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009145
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009311
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009312
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009314
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009407
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009408
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009409
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009410
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009423
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009424
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009425
8010365735,02/25/2026,658,1010263464,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K009426
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010532
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010547
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010554
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K012518
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K012523
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K012527
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K012528
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K012533
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K013234
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K013241
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015214
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015216
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015602
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015642
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015694
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015695
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015703
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015727
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015738
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K016241
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011437
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011553
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011561
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011563
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011578
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011580
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011589
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011774
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011780
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011790
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014061
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014077
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014081
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014212
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014216
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014221
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014223
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014224
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014225
8010366050,02/27/2026,664,1010263815,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014227
8010366079,02/27/2026,665,1010263848,MVC CDOTG,FVFC71BXVA,indoor,3.0HP,K001058
8010366079,02/27/2026,665,1010263848,MVC CDOTG,FVFC71BXVA,indoor,3.0HP,K001060
8010366079,02/27/2026,665,1010263848,MVC CDOTG,RZFC71BXVM,outdoor,3.0HP,K002436
8010366079,02/27/2026,665,1010263848,MVC CDOTG,RZFC71BXVM,outdoor,3.0HP,K002505
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010533
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010539
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010550
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K010552
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE25AVA,indoor,1.0HP,K011885
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015599
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015629
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015688
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015702
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015704
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015706
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015709
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K015713
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K016240
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKE35AVA,indoor,1.5HP,K016244
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011012
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011061
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011074
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011075
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011077
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011078
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011080
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011084
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011085
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011089
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011092
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011094
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011095
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011101
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011108
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011116
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011118
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011120
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011126
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011128
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011129
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011130
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011131
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011133
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,FTKQ20BVA,indoor,0.8HP,K011136
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K010029
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011555
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011570
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011787
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE25AVA,outdoor,1.0HP,K011788
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K013902
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K013905
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K013907
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014029
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014034
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014038
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014070
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014073
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014075
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKE35AVA,outdoor,1.5HP,K014214
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010921
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010931
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010933
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010957
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010962
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010964
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010973
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K010974
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011007
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011009
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011020
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011027
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011043
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011044
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011046
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011047
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011048
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011049
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011050
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011051
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011055
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011056
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011058
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011059
8010366139,02/28/2026,663,1010263823,MVC DavaoTG,RKQ20BVA,outdoor,0.8HP,K011097
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004356
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004357
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004431
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004510
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004511
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,FHFC140AVM,indoor,6.0HP,E004512
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K010071
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K010072
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K010086
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K010146
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K010147
8010368027,03/06/2026,660,1010265183,MVC DavaoTG,RZFC140BXVM,outdoor,6.0HP,K010321
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,FTKQ71CVAF,indoor,3.0HP,K005297
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,FTKQ71CVAF,indoor,3.0HP,K005298
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,FTKQ71CVAF,indoor,3.0HP,K005305
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,FTKQ71CVAF,indoor,3.0HP,K005306
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,FTKQ71CVAF,indoor,3.0HP,K005308
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,RKQ71CVA,outdoor,3.0HP,K003175
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,RKQ71CVA,outdoor,3.0HP,K003180
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,RKQ71CVA,outdoor,3.0HP,K003545
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,RKQ71CVA,outdoor,3.0HP,K004358
8010369329,03/12/2026,669,1010266139,MVC DavaoTG,RKQ71CVA,outdoor,3.0HP,K004554
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF50GVAF,indoor,2.0HP,K001488
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF50GVAF,indoor,2.0HP,K002424
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF50GVAF,indoor,2.0HP,K002431
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF50GVAF,indoor,2.0HP,K002437
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF50GVAF,indoor,2.0HP,K002445
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF50GVAF,indoor,2.0HP,K002447
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003645
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003647
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003648
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003649
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003861
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003863
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003871
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003872
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003908
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003909
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003910
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003915
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003918
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003919
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003920
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K003921
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004189
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004333
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004334
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004335
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004341
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004342
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004343
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004345
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004346
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004402
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004404
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K004642
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005027
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005028
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005029
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005030
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005031
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005032
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005034
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005035
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005036
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005038
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005039
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005040
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005091
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005092
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005093
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005606
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005607
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005608
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005609
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005610
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005613
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005614
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005615
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005616
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005619
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005629
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005656
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005661
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005663
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005664
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005666
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005668
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005671
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005672
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005673
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005674
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005675
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005676
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005678
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005679
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005680
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005681
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005682
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005683
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005684
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005685
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005686
8010370977,03/19/2026,672,1010266996,MVC DavaoTG,FTKF60GVAF,indoor,2.5HP,K005738
